cycle,range_bin,doppler_bin,output_hex
3138445000,143,19,ff7bff74
3138455000,143,20,0092003f
3138465000,143,21,ffd9007e
3138475000,143,22,ff42ff81
3138485000,143,23,00500003
3138495000,143,24,001fffe8
3138505000,143,25,0014ff70
3138515000,143,26,004500c6
3138525000,143,27,ff63ffcc
3138535000,143,28,014effff
3138545000,143,29,ff1f009c
3138555000,143,30,00540043
3138565000,143,31,ffc6ff31
3140445000,144,0,ffe9ffb6
3140455000,144,1,000effcf
3140465000,144,2,002600c1
3140475000,144,3,fff1feae
3140485000,144,4,00a20171
3140495000,144,5,fe02ffbd
3140505000,144,6,020efe87
3140515000,144,7,fef20107
3140525000,144,8,00430080
3140535000,144,9,ff48ff63
3140545000,144,10,000effd9
3140555000,144,11,0141ffe0
3140565000,144,12,feea0115
3140575000,144,13,0080ff61
3140585000,144,14,ffeeff6b
3140595000,144,15,001c00d3
3142475000,144,16,00150028
3142485000,144,17,ffabffe2
3142495000,144,18,00a80034
3142505000,144,19,ff45ff44
3142515000,144,20,003a00f5
3142525000,144,21,ffb0feee
3142535000,144,22,003d0063
3142545000,144,23,ffaeffd1
3142555000,144,24,01d9001c
3142565000,144,25,fdd7ffc2
3142575000,144,26,011effde
3142585000,144,27,ff3701ca
3142595000,144,28,00b0fe13
3142605000,144,29,006e00fe
3142615000,144,30,ff3500a7
3142625000,144,31,0036ff29
3144505000,145,0,ffc3ffc5
3144515000,145,1,ffff0050
3144525000,145,2,0030ff85
3144535000,145,3,ffbb0083
3144545000,145,4,00ea00c6
3144555000,145,5,fe57ff63
3144565000,145,6,00f0ffc7
3144575000,145,7,ff20feed
3144585000,145,8,0109011f
3144595000,145,9,ff73002e
3144605000,145,10,00aeff47
3144615000,145,11,00190075
3144625000,145,12,ff72000a
3144635000,145,13,0067003f
3144645000,145,14,ff72ff31
3144655000,145,15,00740083
3146535000,145,16,0003000b
3146545000,145,17,0053ffd3
3146555000,145,18,ffe70072
3146565000,145,19,ffd8ff2c
3146575000,145,20,fee700ac
3146585000,145,21,020dfff1
3146595000,145,22,ff49fe29
3146605000,145,23,008b0205
3146615000,145,24,fff3ff61
3146625000,145,25,ffed0083
3146635000,145,26,0019ff9a
3146645000,145,27,ffb80030
3146655000,145,28,009bffdc
3146665000,145,29,0023ffe1
3146675000,145,30,ffef00af
3146685000,145,31,ffe5ff5f
3148565000,146,0,ffccffb9
3148575000,146,1,0040008b
3148585000,146,2,ffa9ffa4
3148595000,146,3,000affd7
3148605000,146,4,003a00a2
3148615000,146,5,ff6bffd5
3148625000,146,6,0142febb
3148635000,146,7,fe2200c8
3148645000,146,8,0292ffe5
3148655000,146,9,fe740031
3148665000,146,10,ffd1005e
3148675000,146,11,0176ff39
3148685000,146,12,fdf80110
3148695000,146,13,00b5ff2f
3148705000,146,14,ffd40013
3148715000,146,15,006a0048
3150595000,146,16,0011fffa
3150605000,146,17,0001ffb0
3150615000,146,18,00200077
3150625000,146,19,ffbeff02
3150635000,146,20,ffcd00eb
3150645000,146,21,001fff74
3150655000,146,22,ffcefff5
3150665000,146,23,ff25fe9d
3150675000,146,24,028f0100
3150685000,146,25,fe2d00f4
3150695000,146,26,00f6fdff
3150705000,146,27,ff1a0184
3150715000,146,28,0163ffbb
3150725000,146,29,ff5fffd4
3150735000,146,30,008c006d
3150745000,146,31,ff87ffb9
3152625000,147,0,ffa1ffe0
3152635000,147,1,0041ffe0
3152645000,147,2,ffca000f
3152655000,147,3,ffbc007a
3152665000,147,4,009f0050
3152675000,147,5,ff71ffda
3152685000,147,6,fec7fe0e
3152695000,147,7,02130145
3152705000,147,8,ff2500d6
3152715000,147,9,0023ffe4
3152725000,147,10,ffda0001
3152735000,147,11,0064fe72
3152745000,147,12,005f0146
3152755000,147,13,ffe7fff6
3152765000,147,14,ff09ff76
3152775000,147,15,00d9005b
3154655000,147,16,0001ffe1
3154665000,147,17,003a005c
3154675000,147,18,ffb2ffd6
3154685000,147,19,007eff4e
3154695000,147,20,ff0600b3
3154705000,147,21,01f8ff4e
3154715000,147,22,ff31022a
3154725000,147,23,fe52fdcb
3154735000,147,24,0225006b
3154745000,147,25,ffaa00da
3154755000,147,26,ff5cff6c
3154765000,147,27,ffa0ff8c
3154775000,147,28,01b00061
3154785000,147,29,ff400030
3154795000,147,30,00750064
3154805000,147,31,ffb4ff97
3156685000,148,0,ffbefffa
3156695000,148,1,005effb4
3156705000,148,2,fff700e4
3156715000,148,3,ff45fe44
3156725000,148,4,00d701af
3156735000,148,5,ffe6ff54
3156745000,148,6,ff70fe22
3156755000,148,7,01c20299
3156765000,148,8,fe8cff22
3156775000,148,9,ff2effe6
3156785000,148,10,015900f6
3156795000,148,11,fedfff86
3156805000,148,12,004bffb5
3156815000,148,13,0042ffce
3156825000,148,14,000c002c
3156835000,148,15,002e0039
3158715000,148,16,fffdffdd
3158725000,148,17,ff57001b
3158735000,148,18,00e0002c
3158745000,148,19,ff56ff8b
3158755000,148,20,ffb2ffde
3158765000,148,21,0062fffd
3158775000,148,22,00980181
3158785000,148,23,fdcdfe4e
3158795000,148,24,0267ff3b
3158805000,148,25,ff7f0085
3158815000,148,26,005a0006
3158825000,148,27,fefe007f
3158835000,148,28,00d6ff8e
3158845000,148,29,ffb4003b
3158855000,148,30,0012ffa1
3158865000,148,31,00030038
3160745000,149,0,ffd5ffed
3160755000,149,1,000cffb5
3160765000,149,2,001b0072
3160775000,149,3,ff5bff9b
3160785000,149,4,01a0014b
3160795000,149,5,fd9aff12
3160805000,149,6,01f9fda0
3160815000,149,7,ffb10408
3160825000,149,8,0059ff83
3160835000,149,9,fe04fe65
3160845000,149,10,0121015a
3160855000,149,11,0049fe89
3160865000,149,12,ffaa007d
3160875000,149,13,00baff54
3160885000,149,14,ff43009c
3160895000,149,15,00570014
3162775000,149,16,000bffee
3162785000,149,17,004d0029
3162795000,149,18,ff7eff8f
3162805000,149,19,00f100b2
3162815000,149,20,fdeeff78
3162825000,149,21,02c90049
3162835000,149,22,fe52004e
3162845000,149,23,ffc9ff46
3162855000,149,24,0255ff4c
3162865000,149,25,fec300dd
3162875000,149,26,ffde009b
3162885000,149,27,0043fef8
3162895000,149,28,00020086
3162905000,149,29,ffa30011
3162915000,149,30,00c2ffe0
3162925000,149,31,ff770000
3164805000,150,0,000affea
3164815000,150,1,ffa3004f
3164825000,150,2,0068ff7f
3164835000,150,3,ffb6ff81
3164845000,150,4,003a013d
3164855000,150,5,ffb2fdce
3164865000,150,6,010e01f8
3164875000,150,7,fea900d1
3164885000,150,8,00e2ff42
3164895000,150,9,feffff07
3164905000,150,10,ffc40003
3164915000,150,11,017c0151
3164925000,150,12,feeeff2b
3164935000,150,13,0074004c
3164945000,150,14,ffdaffa2
3164955000,150,15,0035003d
3166835000,150,16,000d0025
3166845000,150,17,fffc0000
3166855000,150,18,ffe0ff70
3166865000,150,19,0051014a
3166875000,150,20,fe0dff06
3166885000,150,21,02defefb
3166895000,150,22,feb00144
3166905000,150,23,ffba007d
3166915000,150,24,009bfedd
3166925000,150,25,ff600052
3166935000,150,26,00760032
3166945000,150,27,ffed008c
3166955000,150,28,008ffffc
3166965000,150,29,ff66ffd7
3166975000,150,30,003e007e
3166985000,150,31,ffe0ff81
3168865000,151,0,fff9ffd9
3168875000,151,1,ff97ffc0
3168885000,151,2,00bbff76
3168895000,151,3,00000147
3168905000,151,4,fecbff37
3168915000,151,5,01abfffd
3168925000,151,6,fef8ff91
3168935000,151,7,ff9a005d
3168945000,151,8,00e5000d
3168955000,151,9,fff700be
3168965000,151,10,ff09002e
3168975000,151,11,007eff2d
3168985000,151,12,ffffffaf
3168995000,151,13,006b0121
3169005000,151,14,ff8cfe7f
3169015000,151,15,00540113
3170895000,151,16,fff60014
3170905000,151,17,000c000f
3170915000,151,18,ffa4ff92
3170925000,151,19,00e30091
3170935000,151,20,fe4b005e
3170945000,151,21,0156ffe3
3170955000,151,22,fe8efea2
3170965000,151,23,005b0057
3170975000,151,24,00cc00c0
3170985000,151,25,fe86fefd
3170995000,151,26,013e0126
3171005000,151,27,fef5ff69
3171015000,151,28,00f7ff86
3171025000,151,29,00140049
3171035000,151,30,ff8c00ce
3171045000,151,31,0031ff37
3172925000,152,0,ffd6fff0
3172935000,152,1,ffc4fffd
3172945000,152,2,0015004f
3172955000,152,3,0039fea0
3172965000,152,4,00120207
3172975000,152,5,0032fef9
3172985000,152,6,ff61ffdb
3172995000,152,7,003afff7
3173005000,152,8,00fc0082
3173015000,152,9,fe8aff8d
3173025000,152,10,00eb008f
3173035000,152,11,ff43ff8c
3173045000,152,12,007c0007
3173055000,152,13,ffec0005
3173065000,152,14,ff4ffff7
3173075000,152,15,00ce0025
3174955000,152,16,0010fff7
3174965000,152,17,ff970025
3174975000,152,18,00780037
3174985000,152,19,0042ffc5
3174995000,152,20,ff090091
3175005000,152,21,0029fece
3175015000,152,22,005a0258
3175025000,152,23,fe95fc6c
3175035000,152,24,02ee02b7
3175045000,152,25,fe3dffb9
3175055000,152,26,fffcff93
3175065000,152,27,ff94004d
3175075000,152,28,0035ff39
3175085000,152,29,006f0084
3175095000,152,30,ff7e0056
3175105000,152,31,fff1ff82
3176985000,153,0,fff30007
3176995000,153,1,ff95ff97
3177005000,153,2,00c20041
3177015000,153,3,0025ffa4
3177025000,153,4,ff47013b
3177035000,153,5,ffbfff16
3177045000,153,6,00a2ffbf
3177055000,153,7,0000008e
3177065000,153,8,fe77ff49
3177075000,153,9,02cd0151
3177085000,153,10,fd06003d
3177095000,153,11,0149fe32
3177105000,153,12,00cf014d
3177115000,153,13,ff17feda
3177125000,153,14,002600d3
3177135000,153,15,004affdc
3179015000,153,16,ffe3fff8
3179025000,153,17,0090ffdf
3179035000,153,18,ff370095
3179045000,153,19,006dff97
3179055000,153,20,fef7ffc1
3179065000,153,21,015300ca
3179075000,153,22,ff17ff27
3179085000,153,23,00100137
3179095000,153,24,00a1ff50
3179105000,153,25,fe0cfffd
3179115000,153,26,0159ffe9
3179125000,153,27,ff850015
3179135000,153,28,ff2dffc3
3179145000,153,29,00b5fffe
3179155000,153,30,0079002f
3179165000,153,31,ff92ffe9
3181045000,154,0,ffebffe5
3181055000,154,1,0033003b
3181065000,154,2,ff60ffbd
3181075000,154,3,0064ff8f
3181085000,154,4,00bb00da
3181095000,154,5,fffeff5a
3181105000,154,6,fe0b00d2
3181115000,154,7,01c8ff8f
3181125000,154,8,ff770023
3181135000,154,9,ffff0071
3181145000,154,10,ff6cfe01
3181155000,154,11,00e401ff
3181165000,154,12,ff1fff12
3181175000,154,13,012c005e
3181185000,154,14,ff15001c
3181195000,154,15,006cffdf
3183075000,154,16,fffe0032
3183085000,154,17,fff3fffc
3183095000,154,18,0036ffdd
3183105000,154,19,ff8f0075
3183115000,154,20,ff2c0012
3183125000,154,21,0195fe7f
3183135000,154,22,ff6500e8
3183145000,154,23,ff6000a3
3183155000,154,24,01defee0
3183165000,154,25,fe23008c
3183175000,154,26,0178fee1
3183185000,154,27,fedf023f
3183195000,154,28,0110fe6c
3183205000,154,29,ff850089
3183215000,154,30,002d008a
3183225000,154,31,ffcaff89
3185105000,155,0,ffdfffeb
3185115000,155,1,0041ff4f
3185125000,155,2,ffff00a0
3185135000,155,3,ff520074
3185145000,155,4,00fcff14
3185155000,155,5,ffde010f
3185165000,155,6,fe5ffe01
3185175000,155,7,01d40184
3185185000,155,8,000b00af
3185195000,155,9,fee5ff5f
3185205000,155,10,ffc30014
3185215000,155,11,00b8ffd2
3185225000,155,12,0016fefe
3185235000,155,13,ffcc019b
3185245000,155,14,001bfec7
3185255000,155,15,001a00b6
3187135000,155,16,001efff2
3187145000,155,17,ffd80090
3187155000,155,18,ff7cff63
3187165000,155,19,01cf0054
3187175000,155,20,fd8a006d
3187185000,155,21,010efff6
3187195000,155,22,00e0ff77
3187205000,155,23,fe5c0146
3187215000,155,24,0148fea6
3187225000,155,25,ff00015c
3187235000,155,26,0032ff47
3187245000,155,27,ffe3ffce
3187255000,155,28,ff9800a7
3187265000,155,29,00ceffb2
3187275000,155,30,ff4a0093
3187285000,155,31,fffeff84
3189165000,156,0,ffd9ffbe
3189175000,156,1,008affc6
3189185000,156,2,ffdc00b1
3189195000,156,3,fed4ff1c
3189205000,156,4,01e40054
3189215000,156,5,feac00ec
3189225000,156,6,fec5fee2
3189235000,156,7,023200f3
3189245000,156,8,ffedfef0
3189255000,156,9,ffc60022
3189265000,156,10,fe560087
3189275000,156,11,01f40012
3189285000,156,12,fe8aff12
3189295000,156,13,012000f0
3189305000,156,14,ffd5ff62
3189315000,156,15,ffea008b
3191195000,156,16,002bffc3
3191205000,156,17,ff5d0074
3191215000,156,18,003fffb4
3191225000,156,19,0050ffa4
3191235000,156,20,ff4a0103
3191245000,156,21,0003ffe8
3191255000,156,22,0102ff45
3191265000,156,23,fddb00b3
3191275000,156,24,01b1ffc7
3191285000,156,25,fee30034
3191295000,156,26,ffa3ffa6
3191305000,156,27,009c0010
3191315000,156,28,006e004f
3191325000,156,29,ffe5ffb0
3191335000,156,30,ff680055
3191345000,156,31,0041ffe9
3193225000,157,0,ffcbffcf
3193235000,157,1,fff5ff95
3193245000,157,2,00b000c9
3193255000,157,3,ffafffc6
3193265000,157,4,feed007b
3193275000,157,5,00e0ffb8
3193285000,157,6,ff870100
3193295000,157,7,006efec9
3193305000,157,8,ff97ff91
3193315000,157,9,028d004d
3193325000,157,10,fc8a0057
3193335000,157,11,01a7fef0
3193345000,157,12,00610169
3193355000,157,13,fecaff22
3193365000,157,14,00d7ffcc
3193375000,157,15,ffc80095
3195255000,157,16,fff7ffe1
3195265000,157,17,001e001f
3195275000,157,18,ffc3000b
3195285000,157,19,0045ffb1
3195295000,157,20,fee40053
3195305000,157,21,018a00be
3195315000,157,22,ff6ffd83
3195325000,157,23,fefc013e
3195335000,157,24,0285002d
3195345000,157,25,fcf80105
3195355000,157,26,01d9fdeb
3195365000,157,27,ff4701a9
3195375000,157,28,ffe4feb7
3195385000,157,29,009000be
3195395000,157,30,ff89ff77
3195405000,157,31,00800020
3197285000,158,0,ffd4ffdc
3197295000,158,1,00050054
3197305000,158,2,ffc1fffb
3197315000,158,3,0078ff60
3197325000,158,4,002501c6
3197335000,158,5,fe98fe86
3197345000,158,6,008400be
3197355000,158,7,00caffb6
3197365000,158,8,ffe2fefc
3197375000,158,9,011d010a
3197385000,158,10,fd6bffd7
3197395000,158,11,01caff3a
3197405000,158,12,ff990116
3197415000,158,13,004afec4
3197425000,158,14,ff4c0124
3197435000,158,15,0080ffa0
3199315000,158,16,0028ffcd
3199325000,158,17,ffca0047
3199335000,158,18,ffffff57
3199345000,158,19,00800057
3199355000,158,20,ff2a0055
3199365000,158,21,010cfee2
3199375000,158,22,0066000a
3199385000,158,23,feab014e
3199395000,158,24,0142fee5
3199405000,158,25,fe4e009f
3199415000,158,26,014ffea7
3199425000,158,27,ffb0016b
3199435000,158,28,0070fef9
3199445000,158,29,fff00054
3199455000,158,30,00680028
3199465000,158,31,ffc10024
3201345000,159,0,ffbc0003
3201355000,159,1,0025ff9d
3201365000,159,2,ffd00083
3201375000,159,3,00b9ffd1
3201385000,159,4,fece012d
3201395000,159,5,00d9fe10
3201405000,159,6,ffa901ea
3201415000,159,7,ff7ffff4
3201425000,159,8,0058fd31
3201435000,159,9,014702a3
3201445000,159,10,fe44fe4f
3201455000,159,11,01630135
3201465000,159,12,004affbb
3201475000,159,13,febbff84
3201485000,159,14,003f0028
3201495000,159,15,003d0032
3203375000,159,16,fffbfff3
3203385000,159,17,0035003c
3203395000,159,18,ff66ff9b
3203405000,159,19,015cff42
3203415000,159,20,fe4c018a
3203425000,159,21,01b6fef4
3203435000,159,22,ffb60018
3203445000,159,23,fe9800cf
3203455000,159,24,01cbfebf
3203465000,159,25,ff8300b4
3203475000,159,26,00060077
3203485000,159,27,ff8effea
3203495000,159,28,002a00cc
3203505000,159,29,ff9efe54
3203515000,159,30,00b2010e
3203525000,159,31,ffe2ff7d
3205405000,160,0,ffd9ffb6
3205415000,160,1,ffd6004f
3205425000,160,2,004fffe7
3205435000,160,3,ff7cffb0
3205445000,160,4,00d8fffc
3205455000,160,5,fe75001a
3205465000,160,6,01a50097
3205475000,160,7,ffa3ff02
3205485000,160,8,007100ce
3205495000,160,9,fea60067
3205505000,160,10,0081ffaf
3205515000,160,11,ff8efe62
3205525000,160,12,00c2014c
3205535000,160,13,fff30054
3205545000,160,14,ff6fff57
3205555000,160,15,00a70078
3207435000,160,16,ffd8000a
3207445000,160,17,0007ffa9
3207455000,160,18,0053014e
3207465000,160,19,ff27feaa
3207475000,160,20,010800c7
3207485000,160,21,fed4ff40
3207495000,160,22,008b0054
3207505000,160,23,ffa80096
3207515000,160,24,011cff2a
3207525000,160,25,ff6b0007
3207535000,160,26,000d00dc
3207545000,160,27,ff8fff98
3207555000,160,28,007cff65
3207565000,160,29,00160060
3207575000,160,30,ffed00e2
3207585000,160,31,ffe6ff58
3209465000,161,0,ffc8fff7
3209475000,161,1,ffe5ff87
3209485000,161,2,0028007e
3209495000,161,3,005c0017
3209505000,161,4,ffbdffa9
3209515000,161,5,000500b4
3209525000,161,6,ff6900bc
3209535000,161,7,0106fde0
3209545000,161,8,ff7c0089
3209555000,161,9,01750149
3209565000,161,10,fdf0004e
3209575000,161,11,0082fd2b
3209585000,161,12,00b3026b
3209595000,161,13,ff41fe58
3209605000,161,14,fffb00a4
3209615000,161,15,004c0042
3211495000,161,16,0008ffcd
3211505000,161,17,0093fffb
3211515000,161,18,ff7800c2
3211525000,161,19,003dfec1
3211535000,161,20,ff0600a2
3211545000,161,21,0116011b
3211555000,161,22,ffbbfd6a
3211565000,161,23,000d0170
3211575000,161,24,00c6ffe3
3211585000,161,25,ff75003b
3211595000,161,26,00a4ff52
3211605000,161,27,ffa300d3
3211615000,161,28,ff38003e
3211625000,161,29,00eeff1f
3211635000,161,30,000d00aa
3211645000,161,31,ff87ffb4
3213525000,162,0,ffb9ffe7
3213535000,162,1,ffd8ffad
3213545000,162,2,00a700b9
3213555000,162,3,ff6fff6f
3213565000,162,4,00c70056
3213575000,162,5,fea2ffea
3213585000,162,6,00b400cf
3213595000,162,7,00e8fede
3213605000,162,8,fdebfff1
3213615000,162,9,00caffb7
3213625000,162,10,01a70115
3213635000,162,11,fe01fe43
3213645000,162,12,01b901f6
3213655000,162,13,fe7cff0e
3213665000,162,14,0012000f
3213675000,162,15,00b00044
3215555000,162,16,000efff1
3215565000,162,17,001cfff9
3215575000,162,18,ffbf007b
3215585000,162,19,fff1ff5c
3215595000,162,20,ff580012
3215605000,162,21,00510041
3215615000,162,22,00a7fe2f
3215625000,162,23,000801d3
3215635000,162,24,ff72ff03
3215645000,162,25,00200133
3215655000,162,26,008ffe55
3215665000,162,27,ff7301d2
3215675000,162,28,ff8cff82
3215685000,162,29,00ffff0b
3215695000,162,30,ffc700f1
3215705000,162,31,ffc8ff9f
3217585000,163,0,ffbbffc7
3217595000,163,1,ffc8ffb7
3217605000,163,2,0040004c
3217615000,163,3,00cb00b5
3217625000,163,4,fdbb0021
3217635000,163,5,01bdfeb8
3217645000,163,6,ffaf019d
3217655000,163,7,001ffe11
3217665000,163,8,ffc1005d
3217675000,163,9,0044013f
3217685000,163,10,00baff32
3217695000,163,11,feadff97
3217705000,163,12,012d007f
3217715000,163,13,ff6bfff2
3217725000,163,14,ff83ff71
3217735000,163,15,00a500b3
3219615000,163,16,0049fff5
3219625000,163,17,ffef001d
3219635000,163,18,ffccffc6
3219645000,163,19,00e20014
3219655000,163,20,fee9ff84
3219665000,163,21,01300144
3219675000,163,22,fea7ff96
3219685000,163,23,0069ffc8
3219695000,163,24,ffcb000f
3219705000,163,25,ffffff45
3219715000,163,26,005e00d4
3219725000,163,27,002cff20
3219735000,163,28,ff530190
3219745000,163,29,0016fe56
3219755000,163,30,00ff0118
3219765000,163,31,ff45ff78
3221645000,164,0,ffc7ffd2
3221655000,164,1,ffe0fffd
3221665000,164,2,005d0081
3221675000,164,3,ffa4fe8e
3221685000,164,4,005c014e
3221695000,164,5,0004ff97
3221705000,164,6,000a0097
3221715000,164,7,00890000
3221725000,164,8,feebff54
3221735000,164,9,008efff7
3221745000,164,10,ffc3ffb3
3221755000,164,11,fffaffe8
3221765000,164,12,001a0220
3221775000,164,13,ff66fdfd
3221785000,164,14,008e0011
3221795000,164,15,00210092
3223675000,164,16,00360015
3223685000,164,17,ffcfffd7
3223695000,164,18,00330092
3223705000,164,19,000cff94
3223715000,164,20,ffa1001c
3223725000,164,21,001aff69
3223735000,164,22,001d00ae
3223745000,164,23,000afff4
3223755000,164,24,0078ffc9
3223765000,164,25,ffadff87
3223775000,164,26,ff73012a
3223785000,164,27,00bcfed6
3223795000,164,28,ff7500e2
3223805000,164,29,001efee9
3223815000,164,30,00610132
3223825000,164,31,ff82ff4a
3225705000,165,0,0006ffc8
3225715000,165,1,ffe80022
3225725000,165,2,ffb8ff95
3225735000,165,3,0071007a
3225745000,165,4,ffdcffa3
3225755000,165,5,ff10007c
3225765000,165,6,0223fe20
3225775000,165,7,ff43023d
3225785000,165,8,ff4a0010
3225795000,165,9,00c2ff8e
3225805000,165,10,fe320017
3225815000,165,11,0161fe7e
3225825000,165,12,00880265
3225835000,165,13,fec6fe04
3225845000,165,14,009700c4
3225855000,165,15,0013002b
3227735000,165,16,fff7fffb
3227745000,165,17,0072001e
3227755000,165,18,ff49ffc7
3227765000,165,19,00950103
3227775000,165,20,fea6fe65
3227785000,165,21,01960044
3227795000,165,22,ff4600a2
3227805000,165,23,ff99ff61
3227815000,165,24,01850031
3227825000,165,25,ff7e0040
3227835000,165,26,ff0f0061
3227845000,165,27,01b9ff39
3227855000,165,28,fe12006f
3227865000,165,29,0076002e
3227875000,165,30,00e6fffe
3227885000,165,31,ff55ffeb
3229765000,166,0,ffdcffe1
3229775000,166,1,ffabfff7
3229785000,166,2,00810028
3229795000,166,3,ffeeff48
3229805000,166,4,003c0002
3229815000,166,5,fff10182
3229825000,166,6,fe75fe71
3229835000,166,7,03590009
3229845000,166,8,fbfe0191
3229855000,166,9,0159febf
3229865000,166,10,00510020
3229875000,166,11,00080088
3229885000,166,12,0032ffec
3229895000,166,13,ffd3ff54
3229905000,166,14,ffe1006f
3229915000,166,15,00790013
3231795000,166,16,fff9000d
3231805000,166,17,0043ffd4
3231815000,166,18,ffde008d
3231825000,166,19,ff52ff87
3231835000,166,20,0048ff92
3231845000,166,21,00fa00f5
3231855000,166,22,ffc1ff81
3231865000,166,23,ff8a00cb
3231875000,166,24,ff07ff6b
3231885000,166,25,0167ff00
3231895000,166,26,005000c3
3231905000,166,27,ff18008f
3231915000,166,28,0100ffe2
3231925000,166,29,ffb0ffbf
3231935000,166,30,0019008b
3231945000,166,31,ff98ffaf
3233825000,167,0,ffcf0005
3233835000,167,1,0005ff9a
3233845000,167,2,ffca007b
3233855000,167,3,006fff2a
3233865000,167,4,00040118
3233875000,167,5,ff390041
3233885000,167,6,0110fe25
3233895000,167,7,ffe7019d
3233905000,167,8,ff2b0103
3233915000,167,9,0021fd8e
3233925000,167,10,00e60183
3233935000,167,11,ff4d0016
3233945000,167,12,0022ff4c
3233955000,167,13,00050043
3233965000,167,14,ffe0ff39
3233975000,167,15,003900af
3235855000,167,16,0032fff4
3235865000,167,17,ffc00043
3235875000,167,18,0017ff50
3235885000,167,19,00b200e0
3235895000,167,20,fe9fff55
3235905000,167,21,01890067
3235915000,167,22,ffdbfff6
3235925000,167,23,ff09fe38
3235935000,167,24,0126019e
3235945000,167,25,0038ff39
3235955000,167,26,0079011a
3235965000,167,27,ff02ffd2
3235975000,167,28,0045ff81
3235985000,167,29,003f0039
3235995000,167,30,ffe90030
3236005000,167,31,ffd3ffc2
3237885000,168,0,ffecffea
3237895000,168,1,0010001c
3237905000,168,2,ff97ffd9
3237915000,168,3,0045ffdb
3237925000,168,4,00f1002a
3237935000,168,5,fe77ffc5
3237945000,168,6,0285ffef
3237955000,168,7,fd43fff0
3237965000,168,8,012000a2
3237975000,168,9,ff0cffd4
3237985000,168,10,00dbff57
3237995000,168,11,0049007b
3238005000,168,12,ff1b00b6
3238015000,168,13,008dff47
3238025000,168,14,ffb1ffcd
3238035000,168,15,004f0066
3239915000,168,16,0022ffe8
3239925000,168,17,ffc9008a
3239935000,168,18,0003ff42
3239945000,168,19,ffdd0018
3239955000,168,20,ffedffeb
3239965000,168,21,00220007
3239975000,168,22,ffc7006e
3239985000,168,23,ffe1fe45
3239995000,168,24,010401a6
3240005000,168,25,ff67fe82
3240015000,168,26,ff6d0030
3240025000,168,27,01930152
3240035000,168,28,fef1ff3f
3240045000,168,29,00d6ffd9
3240055000,168,30,ff7d00b8
3240065000,168,31,ffffff65
3241945000,169,0,001dffee
3241955000,169,1,ffc8ffa0
3241965000,169,2,ff87001e
3241975000,169,3,0204fff9
3241985000,169,4,fdf800d2
3241995000,169,5,0077ffab
3242005000,169,6,ffd4ff2f
3242015000,169,7,fef5ff9c
3242025000,169,8,016500e0
3242035000,169,9,ff3200b2
3242045000,169,10,0153fe9e
3242055000,169,11,ff6c00f3
3242065000,169,12,ffba0000
3242075000,169,13,00670003
3242085000,169,14,ffc6ff65
3242095000,169,15,001b0088
3243975000,169,16,0002000c
3243985000,169,17,002fff94
3243995000,169,18,003c0070
3244005000,169,19,ff62007b
3244015000,169,20,fef9ffb3
3244025000,169,21,01fffefa
3244035000,169,22,ff8300d4
3244045000,169,23,fef20031
3244055000,169,24,01eefee4
3244065000,169,25,fe3300ea
3244075000,169,26,01b6ffac
3244085000,169,27,ff220129
3244095000,169,28,001bfead
3244105000,169,29,ffb700e0
3244115000,169,30,00c7ffe8
3244125000,169,31,ff72fffb
3246005000,170,0,ffb5fff2
3246015000,170,1,00540048
3246025000,170,2,ff86ffb7
3246035000,170,3,ffd7ffd7
3246045000,170,4,010efffe
3246055000,170,5,ff87019c
3246065000,170,6,ffa1fe59
3246075000,170,7,ff1e011e
3246085000,170,8,022dfe14
3246095000,170,9,fd800134
3246105000,170,10,0248ffc9
3246115000,170,11,ff510103
3246125000,170,12,ff3cfe4c
3246135000,170,13,00fd010c
3246145000,170,14,ff3dffef
3246155000,170,15,008affcc
3248035000,170,16,001e0007
3248045000,170,17,ffecffe5
3248055000,170,18,004effb8
3248065000,170,19,ffec008f
3248075000,170,20,0056ff94
3248085000,170,21,ff43ffbb
3248095000,170,22,01410043
3248105000,170,23,fe5300e2
3248115000,170,24,017cfdd5
3248125000,170,25,002c023f
3248135000,170,26,ff02feb8
3248145000,170,27,00760119
3248155000,170,28,ffc8fee0
3248165000,170,29,00910099
3248175000,170,30,0077005d
3248185000,170,31,ff7fffde
3250065000,171,0,ffe6ffe1
3250075000,171,1,00590015
3250085000,171,2,ff7d0034
3250095000,171,3,ffc4ff57
3250105000,171,4,01270011
3250115000,171,5,fece00fa
3250125000,171,6,00b0fe48
3250135000,171,7,ff0a0173
3250145000,171,8,0204ff29
3250155000,171,9,fddd0115
3250165000,171,10,0059fff6
3250175000,171,11,00b8ffd3
3250185000,171,12,ff53ff29
3250195000,171,13,00d80058
3250205000,171,14,ff6e0052
3250215000,171,15,0046ffdf
3252095000,171,16,001e001b
3252105000,171,17,ffdf002d
3252115000,171,18,ff8cff5d
3252125000,171,19,0110008a
3252135000,171,20,ff28004a
3252145000,171,21,00e3ffe9
3252155000,171,22,ff91ffd5
3252165000,171,23,ff4c00b9
3252175000,171,24,00ccfeb7
3252185000,171,25,ffaf0153
3252195000,171,26,ff8c0031
3252205000,171,27,00c4ff42
3252215000,171,28,fff2006c
3252225000,171,29,ffcffffb
3252235000,171,30,fff300c5
3252245000,171,31,ffd0ff47
3254125000,172,0,ffe20004
3254135000,172,1,00380028
3254145000,172,2,fff2ffd9
